day	hour	value	price
1	1	0	
1	2	0
1	3	0
1	4	0
1	5	0
1	6	0
1	7	0
1	8	1	3400
1	9	0
1	10	1	4000
1	11	1	6000
1	12	1	3280
1	13	0
1	14	2	8800	4300+4500
1	15	0
1	16	0
1	17	1	5500
1	18	0
1	19	0
1	20	1	29000
1	21	0
1	22	1	4750
1	23	0
1	24	0
2	1	0
2	2	0
2	3	0
2	4	0
2	5	0
2	6	0
2	7	0
2	8	0
2	9	1	4700
2	10	0
2	11	2	8850	4350+4500
2	12	3	37400	7000+1400+29000
2	13	1	38000
2	14	3	13600	6000+3800+3800
2	15	0
2	16	1	2070
2	17	0
2	18	1	6000
2	19	3	8300	3800+1000+3500
2	20	1	1400
2	21	0
2	22	1	2000
2	23	0
2	24	0
3	1	0
3	2	0
3	3	0
3	4	0
3	5	0
3	6	0
3	7	0
3	8	0
3	9	0
3	10	0
3	11	1	4560
3	12	0
3	13	1	3280
3	14	0
3	15	2	9850	4850+5000
3	16	1	1440
3	17	0	
3	18	2	40980	39000+1980
3	19	1	1600
3	20	1	4000
3	21	0
3	22	2	45000	10000+35000
3	23	0
3	24	0
4	1	0
4	2	0
4	3	0
4	4	0
4	5	0
4	6	0
4	7	0
4	8	0
4	9	0
4	10	0
4	11	1	8000
4	12	1	16800
4	13	0
4	14	2	10200	4200+6000
4	15	1	5500
4	16	0
4	17	0
4	18	0
4	19	2	18000	5000+13000
4	20	2	15400	6000+9400
4	21	0
4	22	0
4	23	0
4	24	0
5	1	0
5	2	0
5	3	0
5	4	0
5	5	0
5	6	0
5	7	0
5	8	0
5	9	1	3600
5	10	0
5	11	0
5	12	0
5	13	1	6500
5	14	1	3500
5	15	1	5500
5	16	0
5	17	0
5	18	0
5	19	0
5	20	0
5	21	1	16000
5	22	0
5	23	1	86000
5	24	1	79000
6	1	1	1550
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
6	12	0
6	13	1	6000	
6	14	2	16500	3500+13000
6	15	1	5000
6	16	0
6	17	0
6	18	0
6	19	1	12000
6	20	0
6	21	1	3500
6	22	0
6	23	0
6	24	0
7	1	0
7	2	0
7	3	0
7	4	0
7	5	0
7	6	0
7	7	0
7	8	0
7	9	0
7	10	0
7	11	0
7	12	0
7	13	1	5500
7	14	0
7	15	0
7	16	0
7	17	0
7	18	0
7	19	0
7	20	0
7	21	0
7	22	0
7	23	0
7	24	0